,Year,Comm. Code,Weight (kg),Quantity
9665,2015,290514,148636986.838,148636986.838
9667,2015,290516,228581155.912,228581155.912
9669,2015,290517,27705347.319,27705347.319
9671,2015,290519,262279329.813,262279329.813
9673,2015,290522,2343124.704,2343124.704
9675,2015,290529,210427200.489,210427200.489
9677,2015,290531,8708672888.929,8708672888.929
9679,2015,290532,,71049992.366
9681,2015,290539,,182401330.348
9683,2015,290541,6722687.279,6722687.279
9685,2015,290542,2085640.934,2085640.934
9687,2015,290543,296565.45,296565.45
9689,2015,290544,1925241.622,1925241.622
9691,2015,290545,,215372106.079
9693,2015,290549,1894250.446,1894250.446
9695,2015,290559,864293.481,864293.481
9697,2015,290611,11215793.254,11215793.254
9699,2015,290612,24484.499,24484.499
9701,2015,290613,1339575.832,1339575.832
9703,2015,290619,2037978.477,2037978.477
9705,2015,290621,1816323.433,1816323.433
9707,2015,290629,1617920.57,1617920.57
9709,2015,290711,,173030981.832
9711,2015,290712,12613927.111,12613927.111
9713,2015,290713,,12103958.702
9715,2015,290715,20939.799,20939.799
9717,2015,290719,,33905768.241
9719,2015,290721,,6490854.578
9721,2015,290722,2661477.59,2661477.59
9723,2015,290723,,533847197.824
9725,2015,290729,12622407.414,12622407.414
9727,2015,290819,19951932.102,19951932.102
9729,2015,290899,664658.977,664658.977
9731,2015,290911,2238.674,2238.674
9733,2015,290919,248846568.875,248846568.875
9735,2015,290920,237623.147,237623.147
9737,2015,290930,6668171.737,6668171.737
9739,2015,290941,656459429.319,656459429.319
9741,2015,290943,130422171.0,130422171.0
9743,2015,290944,17317360.0,17317360.0
9745,2015,290949,,54610314.425
9747,2015,290950,3115783.546,3115783.546
9749,2015,290960,7828229.302,7828229.302
9752,2015,291020,,261143691.047
9754,2015,291030,39790279.429,39790279.429
9756,2015,291090,7741797.032,7741797.032
9758,2015,291100,365528.04,365528.04
9760,2015,291211,12584.0,12584.0
9763,2015,291219,31214555.46,31214555.46
9765,2015,291221,2370875.368,2370875.368
9767,2015,291229,3881852.528,3881852.528
9769,2015,291241,663475.348,663475.348
9771,2015,291242,108706.019,108706.019
9773,2015,291249,4123691.199,4123691.199
9775,2015,291250,138688.476,138688.476
9777,2015,291260,18353307.252,18353307.252
9779,2015,291300,27203.689,27203.689
9781,2015,291411,,436635471.792
9783,2015,291412,1771728.356,1771728.356
9785,2015,291413,,48673284.225
9787,2015,291419,6366780.189,6366780.189
9789,2015,291422,,190032.008
9791,2015,291423,2224451.485,2224451.485
9793,2015,291429,5458958.458,5458958.458
9795,2015,291439,1448320.781,1448320.781
9797,2015,291440,1477265.576,1477265.576
9799,2015,291450,313704.095,313704.095
9801,2015,291461,193904.247,193904.247
9803,2015,291469,1340315.805,1340315.805
9805,2015,291470,95176.153,95176.153
9807,2015,291511,,43289.356
9809,2015,291512,,1152077.27
9811,2015,291513,251260.956,251260.956
9813,2015,291521,,54316928.992
9815,2015,291524,9778842.792,9778842.792
9817,2015,291529,1049661.1,1049661.1
9819,2015,291531,183127.485,183127.485
9821,2015,291532,177192862.471,177192862.471
9823,2015,291533,2620588.194,2620588.194
9825,2015,291539,13755181.149,13755181.149
9827,2015,291540,,2715071.701
9829,2015,291550,,15845666.762
9831,2015,291560,21757677.427,21757677.427
9833,2015,291570,17246291.176,17246291.176
9835,2015,291590,145275972.748,145275972.748
9837,2015,291611,34888771.408,34888771.408
9839,2015,291612,,52251684.493
9841,2015,291613,,12528945.363
9843,2015,291614,,209379215.172
9845,2015,291615,,2151736.772
9847,2015,291619,1817620.658,1817620.658
9849,2015,291620,1743926.746,1743926.746
9851,2015,291631,2863182.716,2863182.716
9853,2015,291632,2107536.638,2107536.638
9855,2015,291634,11514.102,11514.102
9857,2015,291639,1567064.877,1567064.877
9859,2015,291711,483350.97,483350.97
9861,2015,291712,,24151766.281
9863,2015,291713,,377176.477
9865,2015,291714,255394.854,255394.854
9867,2015,291719,,5183016.874
9869,2015,291720,,19465247.302
9871,2015,291732,,187502836.175
9873,2015,291733,34888461.439,34888461.439
9875,2015,291734,2967134.555,2967134.555
9877,2015,291735,62143879.682,62143879.682
9879,2015,291736,,751981008.013
9881,2015,291737,18145594.009,18145594.009
9883,2015,291739,,319046801.922
9885,2015,291811,8359215.21,8359215.21
9887,2015,291812,246374.755,246374.755
9889,2015,291813,570020.411,570020.411
9891,2015,291814,,1007635.194
9893,2015,291815,1005281.737,1005281.737
9895,2015,291816,585635.854,585635.854
9897,2015,291819,3732420.547,3732420.547
9899,2015,291821,284630.108,284630.108
9901,2015,291822,3667.051,3667.051
9903,2015,291823,723496.533,723496.533
9905,2015,291829,11043447.779,11043447.779
9907,2015,291830,5098526.107,5098526.107
9909,2015,291899,4078974.019,4078974.019
9911,2015,291990,,6464246.825
9913,2015,292019,151671.064,151671.064
9915,2015,292090,70688867.918,70688867.918
9917,2015,292111,,11684.072
9919,2015,292119,,9186116.95
9921,2015,292121,28755228.243,28755228.243
9923,2015,292122,85471367.028,85471367.028
9925,2015,292129,45131230.746,45131230.746
9927,2015,292130,5601660.708,5601660.708
9929,2015,292141,,45955.433
9931,2015,292142,,11186543.065
9933,2015,292143,5963884.935,5963884.935
9935,2015,292144,850380.799,850380.799
9937,2015,292145,142936.862,142936.862
9939,2015,292146,,139.947
9940,2015,292149,4876149.097,4876149.097
9942,2015,292151,8733822.486,8733822.486
9944,2015,292159,,3478533.818
9946,2015,292211,34121821.739,34121821.739
9948,2015,292212,,45485244.367
9950,2015,292213,43516566.117,43516566.117
9952,2015,292214,,91.911
9953,2015,292219,11492974.733,11492974.733
9955,2015,292221,290439.447,290439.447
9957,2015,292229,1209174.292,1209174.292
9959,2015,292231,25.343,25.343
9960,2015,292239,296908.932,296908.932
9962,2015,292241,,1459171.738
9964,2015,292242,,502723.94
9966,2015,292243,703.215,703.215
9968,2015,292249,8873803.638,8873803.638
9970,2015,292250,899430.761,899430.761
9972,2015,292310,121030.816,121030.816
9974,2015,292320,,6132654.722
9976,2015,292390,13875412.516,13875412.516
9978,2015,292411,,9.283
9980,2015,292419,8087822.548,8087822.548
9982,2015,292421,,4300407.816
9984,2015,292423,29.32,29.32
9986,2015,292429,5409422.23,5409422.23
9988,2015,292511,43062.585,43062.585
9990,2015,292519,152540.569,152540.569
9992,2015,292529,3516911.351,3516911.351
9994,2015,292610,397888471.0,397888471.0
9995,2015,292620,701741.475,701741.475
9997,2015,292690,136639227.529,136639227.529
9999,2015,292700,1780630.494,1780630.494
10001,2015,292800,2708151.563,2708151.563
10003,2015,292910,166393646.387,166393646.387
10005,2015,292990,,126763.031
10007,2015,293020,412141.888,412141.888
10009,2015,293030,16868.819,16868.819
10011,2015,293040,158067392.882,158067392.882
10013,2015,293090,65033918.286,65033918.286
10016,2015,293190,,24921820.215
10018,2015,293211,16249544.006,16249544.006
10020,2015,293212,132526.504,132526.504
10022,2015,293213,132544.603,132544.603
10024,2015,293219,496214.68,496214.68
10026,2015,293220,9600852.376,9600852.376
10029,2015,293295,,25.042
10030,2015,293299,2782665.494,2782665.494
10032,2015,293311,,3899.208
10034,2015,293319,255267.19,255267.19
10036,2015,293321,245404.393,245404.393
10038,2015,293329,1994180.608,1994180.608
10040,2015,293331,5311998.005,5311998.005
10042,2015,293332,2866288.411,2866288.411
10044,2015,293333,,7.805
10046,2015,293339,8049070.578,8049070.578
10048,2015,293341,,4.729
10049,2015,293349,1153898.307,1153898.307
10051,2015,293352,7529.213,7529.213
10053,2015,293353,,401.974
10055,2015,293354,18.492,18.492
10057,2015,293355,,0.006
10058,2015,293359,10116782.023,10116782.023
10060,2015,293361,328721.729,328721.729
10062,2015,293369,10776158.847,10776158.847
10064,2015,293371,222864387.275,222864387.275
10066,2015,293372,0.012,0.012
10067,2015,293379,6362130.342,6362130.342
10069,2015,293391,,3.582
10071,2015,293399,8927561.648,8927561.648
10073,2015,293410,804571.656,804571.656
10075,2015,293420,,190098.649
10077,2015,293430,462905.491,462905.491
10079,2015,293499,6630390.441,6630390.441
10081,2015,293500,1648986.116,1648986.116
10083,2015,293621,1158967.975,1158967.975
10085,2015,293622,49644.898,49644.898
10087,2015,293623,448577.208,448577.208
10089,2015,293624,446094.171,446094.171
10091,2015,293625,21644.995,21644.995
10093,2015,293626,9482.622,9482.622
10095,2015,293627,152844.989,152844.989
10097,2015,293628,7761424.833,7761424.833
10099,2015,293629,3596760.584,3596760.584
10101,2015,293690,273778.365,273778.365
10103,2015,293711,39.302,39.302
10105,2015,293712,1741.113,1741.113
10107,2015,293719,,450.374
10109,2015,293721,48.073,48.073
10111,2015,293722,190.773,190.773
10113,2015,293723,123.299,123.299
10115,2015,293729,157986.12,157986.12
10117,2015,293750,677.991,677.991
10119,2015,293790,639.151,639.151
10121,2015,293810,146417.141,146417.141
10123,2015,293890,2075700.06,2075700.06
10125,2015,293911,1040.403,1040.403
10127,2015,293919,17753.08,17753.08
10129,2015,293920,28656.0,28656.0
10131,2015,293930,6030.744,6030.744
10133,2015,293941,,5.0
10135,2015,293942,22.269,22.269
10137,2015,293944,50.0,50.0
10139,2015,293959,229.271,229.271
10141,2015,293969,2751.191,2751.191
10142,2015,293991,,0.469
10143,2015,293999,3198.522,3198.522
10145,2015,294000,10111378.531,10111378.531
10147,2015,294110,9777.839,9777.839
10149,2015,294120,489.216,489.216
10151,2015,294130,27320.469,27320.469
10153,2015,294140,714.558,714.558
10155,2015,294150,6285.29,6285.29
10157,2015,294190,547124.634,547124.634
10159,2015,294200,1121145.979,1121145.979
9284,2014,290110,125694296.0,125694296.0
9286,2014,290121,1497216373.0,1497216373.0
9288,2014,290122,3048064383.0,3048064383.0
9290,2014,290123,20360961.0,20360961.0
9292,2014,290124,202705432.0,202705432.0
9294,2014,290129,71918175.0,71918175.0
9296,2014,290211,1394565.0,1394565.0
9298,2014,290219,32695501.0,32695501.0
9300,2014,290220,598476184.0,598476184.0
9302,2014,290230,932926647.0,932926647.0
9304,2014,290241,482421971.0,482421971.0
9306,2014,290242,21184763.0,21184763.0
9308,2014,290243,9764218927.0,9764218927.0
9310,2014,290244,8842239.0,8842239.0
9312,2014,290250,3730912291.0,3730912291.0
9314,2014,290260,10419014.0,10419014.0
9315,2014,290270,543030970.0,543030970.0
9317,2014,290290,36527666.0,36527666.0
9319,2014,290311,48398.0,48398.0
9321,2014,290312,534030.0,534030.0
9323,2014,290313,41870416.0,41870416.0
9324,2014,290315,685695036.0,685695036.0
9326,2014,290319,2169948.0,2169948.0
9328,2014,290321,653951343.0,653951343.0
9331,2014,290323,52344522.0,52344522.0
9333,2014,290329,34524.0,34524.0
9335,2014,290339,9771124.0,9771124.0
9338,2014,290372,87885.0,87885.0
9341,2014,290376,140.0,140.0
9343,2014,290377,4550.0,4550.0
9345,2014,290378,89.0,89.0
9347,2014,290379,363619.0,363619.0
9349,2014,290389,7418707.0,7418707.0
9351,2014,290391,4123470.0,4123470.0
9353,2014,290399,12696422.0,12696422.0
9355,2014,290410,8373371.0,8373371.0
9357,2014,290420,17794485.0,17794485.0
9359,2014,290490,4993966.0,4993966.0
9361,2014,290511,4332236271.0,4332236271.0
9363,2014,290512,94661066.0,94661066.0
9365,2014,290513,193907649.0,193907649.0
9367,2014,290514,136907758.0,136907758.0
9369,2014,290516,201047693.0,201047693.0
9371,2014,290517,33145247.0,33145247.0
9373,2014,290519,335142163.0,335142163.0
9375,2014,290522,2444214.0,2444214.0
9377,2014,290529,144475930.0,144475930.0
9379,2014,290531,8386743219.0,8386743219.0
9381,2014,290532,67741873.0,67741873.0
9383,2014,290539,208221420.0,208221420.0
9385,2014,290541,10010527.0,10010527.0
9387,2014,290542,2618289.0,2618289.0
9389,2014,290543,248478.0,248478.0
9391,2014,290544,3706765.0,3706765.0
9393,2014,290545,164199091.0,164199091.0
9395,2014,290549,1350294.0,1350294.0
9397,2014,290559,676309.0,676309.0
9399,2014,290611,15397161.0,15397161.0
9401,2014,290612,19211.0,19211.0
9403,2014,290613,1028422.0,1028422.0
9405,2014,290619,2491687.0,2491687.0
9407,2014,290621,1990008.0,1990008.0
9409,2014,290629,1300754.0,1300754.0
9411,2014,290711,217054541.0,217054541.0
9413,2014,290712,14643175.0,14643175.0
9415,2014,290713,14236632.0,14236632.0
9417,2014,290715,21794.0,21794.0
9419,2014,290719,31598005.0,31598005.0
9421,2014,290721,10914062.0,10914062.0
9423,2014,290722,2019073.0,2019073.0
9425,2014,290723,496338517.0,496338517.0
9427,2014,290729,8245938.0,8245938.0
9429,2014,290819,34872173.0,34872173.0
9431,2014,290899,467763.0,467763.0
9433,2014,290911,1710.0,1710.0
9435,2014,290919,313371156.0,313371156.0
9437,2014,290920,45327.0,45327.0
9439,2014,290930,6612485.0,6612485.0
9441,2014,290941,615652896.0,615652896.0
9443,2014,290943,134297722.0,134297722.0
9445,2014,290944,16401135.0,16401135.0
9447,2014,290949,54536586.0,54536586.0
9449,2014,290950,3520644.0,3520644.0
9451,2014,290960,7232472.0,7232472.0
9454,2014,291020,456463340.0,456463340.0
9456,2014,291030,29540582.0,29540582.0
9458,2014,291090,5739605.0,5739605.0
9460,2014,291100,316202.0,316202.0
9462,2014,291211,47979.0,47979.0
9465,2014,291219,37625466.0,37625466.0
9467,2014,291221,2527622.0,2527622.0
9469,2014,291229,3436027.0,3436027.0
9471,2014,291241,500099.0,500099.0
9473,2014,291242,98210.0,98210.0
9475,2014,291249,3875254.0,3875254.0
9477,2014,291250,123756.0,123756.0
9479,2014,291260,23694875.0,23694875.0
9481,2014,291300,93141.0,93141.0
9483,2014,291411,476335225.0,476335225.0
9485,2014,291412,1993462.0,1993462.0
9487,2014,291413,54259065.0,54259065.0
9489,2014,291419,5484714.0,5484714.0
9491,2014,291422,289912.0,289912.0
9493,2014,291423,1649713.0,1649713.0
9495,2014,291429,8026754.0,8026754.0
9497,2014,291439,1962049.0,1962049.0
9499,2014,291440,1843818.0,1843818.0
9501,2014,291450,376558.0,376558.0
9503,2014,291461,114673.0,114673.0
9505,2014,291469,1504243.0,1504243.0
9507,2014,291470,89160.0,89160.0
9509,2014,291511,488395.0,488395.0
9511,2014,291512,2116548.0,2116548.0
9513,2014,291513,126704.0,126704.0
9515,2014,291521,18247224.0,18247224.0
9517,2014,291524,18621253.0,18621253.0
9519,2014,291529,730309.0,730309.0
9521,2014,291531,333878.0,333878.0
9523,2014,291532,192994650.0,192994650.0
9525,2014,291533,644293.0,644293.0
9527,2014,291539,13934296.0,13934296.0
9529,2014,291540,1775487.0,1775487.0
9531,2014,291550,13571164.0,13571164.0
9533,2014,291560,24862602.0,24862602.0
9535,2014,291570,15681238.0,15681238.0
9537,2014,291590,124670015.0,124670015.0
9539,2014,291611,36579794.0,36579794.0
9541,2014,291612,70278113.0,70278113.0
9543,2014,291613,12904914.0,12904914.0
9545,2014,291614,274803291.0,274803291.0
9547,2014,291615,1265300.0,1265300.0
9549,2014,291619,1515285.0,1515285.0
9551,2014,291620,1774092.0,1774092.0
9553,2014,291631,1815790.0,1815790.0
9555,2014,291632,1143682.0,1143682.0
9557,2014,291634,4762.0,4762.0
9559,2014,291639,452771.0,452771.0
9561,2014,291711,407713.0,407713.0
9563,2014,291712,20069910.0,20069910.0
9565,2014,291713,450406.0,450406.0
9567,2014,291714,432038.0,432038.0
9569,2014,291719,4298676.0,4298676.0
9571,2014,291720,22177862.0,22177862.0
9573,2014,291732,43770677.0,43770677.0
9575,2014,291733,23372098.0,23372098.0
9577,2014,291734,4622683.0,4622683.0
9579,2014,291735,72961186.0,72961186.0
9581,2014,291736,1163725743.0,1163725743.0
9583,2014,291737,23472648.0,23472648.0
9585,2014,291739,275186504.0,275186504.0
9587,2014,291811,8133754.0,8133754.0
9589,2014,291812,257029.0,257029.0
9591,2014,291813,941479.0,941479.0
9593,2014,291814,828855.0,828855.0
9595,2014,291815,936087.0,936087.0
9597,2014,291816,1012648.0,1012648.0
9599,2014,291819,5158734.0,5158734.0
9601,2014,291821,224312.0,224312.0
9603,2014,291822,10097.0,10097.0
9605,2014,291823,549505.0,549505.0
9607,2014,291829,11132773.0,11132773.0
9609,2014,291830,4819114.0,4819114.0
9611,2014,291899,4448129.0,4448129.0
9613,2014,291990,9633515.0,9633515.0
9615,2014,292019,143525.0,143525.0
9617,2014,292090,35906572.0,35906572.0
9619,2014,292111,8660.0,8660.0
9621,2014,292119,11573423.0,11573423.0
9623,2014,292121,30583825.0,30583825.0
9625,2014,292122,62043198.0,62043198.0
9627,2014,292129,40736029.0,40736029.0
9629,2014,292130,8386979.0,8386979.0
9631,2014,292141,3186.0,3186.0
9633,2014,292142,12163855.0,12163855.0
9635,2014,292143,7338401.0,7338401.0
9637,2014,292144,567607.0,567607.0
9639,2014,292145,151216.0,151216.0
9640,2014,292146,86.0,86.0
9642,2014,292149,4272647.0,4272647.0
9644,2014,292151,7409068.0,7409068.0
9646,2014,292159,3571610.0,3571610.0
9648,2014,292211,24580178.0,24580178.0
9650,2014,292212,42777493.0,42777493.0
9652,2014,292213,49274514.0,49274514.0
9653,2014,292214,,
9655,2014,292219,10217620.0,10217620.0
9657,2014,292221,119854.0,119854.0
9659,2014,292229,1007707.0,1007707.0
9660,2014,292231,22.0,22.0
9662,2014,292239,109704.0,109704.0
9664,2014,292241,2152479.0,2152479.0
9666,2014,292242,560312.0,560312.0
9668,2014,292243,4356.0,4356.0
9669,2014,292244,,
9671,2014,292249,11385544.0,11385544.0
9673,2014,292250,698188.0,698188.0
9675,2014,292310,214675.0,214675.0
9677,2014,292320,5362977.0,5362977.0
9679,2014,292390,13746867.0,13746867.0
9680,2014,292411,,
9683,2014,292419,9621336.0,9621336.0
9685,2014,292421,410559.0,410559.0
9687,2014,292423,284.0,284.0
9689,2014,292429,4703781.0,4703781.0
9691,2014,292511,42454.0,42454.0
9693,2014,292519,258560.0,258560.0
9695,2014,292529,2594514.0,2594514.0
9696,2014,292610,517861579.0,517861579.0
9698,2014,292620,541334.0,541334.0
9700,2014,292690,161922686.0,161922686.0
9702,2014,292700,1785240.0,1785240.0
9704,2014,292800,4785721.0,4785721.0
9706,2014,292910,164821113.0,164821113.0
9708,2014,292990,518908.0,518908.0
9710,2014,293020,503500.0,503500.0
9712,2014,293030,17244.0,17244.0
9714,2014,293040,131348583.0,131348583.0
9716,2014,293090,73272848.0,73272848.0
9719,2014,293190,30529026.0,30529026.0
9721,2014,293211,18154883.0,18154883.0
9723,2014,293212,3263.0,3263.0
9725,2014,293213,554865.0,554865.0
9727,2014,293219,255359.0,255359.0
9729,2014,293220,7027457.0,7027457.0
9731,2014,293293,250.0,250.0
9732,2014,293295,,
9734,2014,293299,2853225.0,2853225.0
9736,2014,293311,8027.0,8027.0
9738,2014,293319,294179.0,294179.0
9740,2014,293321,157701.0,157701.0
9742,2014,293329,1774092.0,1774092.0
9744,2014,293331,15598350.0,15598350.0
9746,2014,293332,2157391.0,2157391.0
9747,2014,293333,,
9750,2014,293339,8857641.0,8857641.0
9751,2014,293341,,
9753,2014,293349,597481.0,597481.0
9755,2014,293352,13066.0,13066.0
9757,2014,293353,36.0,36.0
9759,2014,293354,2.0,2.0
9760,2014,293355,,
9762,2014,293359,9895605.0,9895605.0
9764,2014,293361,331303.0,331303.0
9766,2014,293369,12504848.0,12504848.0
9768,2014,293371,223270128.0,223270128.0
9769,2014,293372,,
9771,2014,293379,6632028.0,6632028.0
9773,2014,293391,2.0,2.0
9775,2014,293399,7407638.0,7407638.0
9777,2014,293410,418965.0,418965.0
9779,2014,293420,829085.0,829085.0
9781,2014,293430,385329.0,385329.0
9782,2014,293491,,
9784,2014,293499,6345862.0,6345862.0
9786,2014,293500,2464592.0,2464592.0
9788,2014,293621,1294345.0,1294345.0
9790,2014,293622,129667.0,129667.0
9792,2014,293623,490884.0,490884.0
9794,2014,293624,450433.0,450433.0
9796,2014,293625,16110.0,16110.0
9798,2014,293626,10558.0,10558.0
9800,2014,293627,310106.0,310106.0
9802,2014,293628,7696631.0,7696631.0
9804,2014,293629,4302325.0,4302325.0
9806,2014,293690,182498.0,182498.0
9808,2014,293711,34.0,34.0
9810,2014,293712,1881.0,1881.0
9811,2014,293719,,
9814,2014,293721,211.0,211.0
9816,2014,293722,285.0,285.0
9818,2014,293723,2106.0,2106.0
9820,2014,293729,105336.0,105336.0
9822,2014,293750,916.0,916.0
9824,2014,293790,511.0,511.0
9826,2014,293810,226064.0,226064.0
9828,2014,293890,792375.0,792375.0
9830,2014,293911,948.0,948.0
9832,2014,293919,29901.0,29901.0
9834,2014,293920,51281.0,51281.0
9836,2014,293930,1206.0,1206.0
9838,2014,293941,10.0,10.0
9840,2014,293942,33.0,33.0
9841,2014,293944,50.0,50.0
9843,2014,293951,,
9845,2014,293959,147.0,147.0
9848,2014,293969,3707.0,3707.0
9849,2014,293991,,
9851,2014,293999,2839.0,2839.0
9853,2014,294000,10981150.0,10981150.0
9855,2014,294110,28621.0,28621.0
9857,2014,294120,2013.0,2013.0
9859,2014,294130,14800.0,14800.0
9861,2014,294140,800.0,800.0
9863,2014,294150,20069.0,20069.0
9865,2014,294190,585107.0,585107.0
9867,2014,294200,1241562.0,1241562.0
9427,2013,290110,52790843.0,52790843.0
9429,2013,290121,1704001605.0,1704001605.0
9431,2013,290122,2640525499.0,2640525499.0
9433,2013,290123,24619275.0,24619275.0
9435,2013,290124,370503498.0,370503498.0
9437,2013,290129,59965642.0,59965642.0
9439,2013,290211,4362446.0,4362446.0
9441,2013,290219,34024523.0,34024523.0
9443,2013,290220,886513257.0,886513257.0
9445,2013,290230,812007100.0,812007100.0
9447,2013,290241,555266961.0,555266961.0
9449,2013,290242,16562013.0,16562013.0
9451,2013,290243,9047732790.0,9047732790.0
9453,2013,290244,30881461.0,30881461.0
9455,2013,290250,3675035974.0,3675035974.0
9457,2013,290260,37756716.0,37756716.0
9459,2013,290270,285789728.0,285789728.0
9461,2013,290290,43057530.0,43057530.0
9463,2013,290311,47678.0,47678.0
9465,2013,290312,953649.0,953649.0
9467,2013,290313,60563402.0,60563402.0
9468,2013,290315,658118006.0,658118006.0
9470,2013,290319,2228131.0,2228131.0
9472,2013,290321,664413130.0,664413130.0
9475,2013,290323,43808262.0,43808262.0
9477,2013,290329,13329.0,13329.0
9479,2013,290339,10158833.0,10158833.0
9482,2013,290372,87885.0,87885.0
9486,2013,290376,13922.0,13922.0
9488,2013,290377,2956.0,2956.0
9490,2013,290378,19369.0,19369.0
9492,2013,290379,33779.0,33779.0
9494,2013,290389,6625331.0,6625331.0
9496,2013,290391,3820686.0,3820686.0
9498,2013,290399,13437442.0,13437442.0
9500,2013,290410,5917067.0,5917067.0
9502,2013,290420,16030286.0,16030286.0
9504,2013,290490,4890184.0,4890184.0
9506,2013,290511,4858557854.0,4858557854.0
9508,2013,290512,122086624.0,122086624.0
9510,2013,290513,409560761.0,409560761.0
9512,2013,290514,228621566.0,228621566.0
9514,2013,290516,287241760.0,287241760.0
9516,2013,290517,30031462.0,30031462.0
9518,2013,290519,282570511.0,282570511.0
9520,2013,290522,3206415.0,3206415.0
9522,2013,290529,50160176.0,50160176.0
9524,2013,290531,8232678201.0,8232678201.0
9526,2013,290532,68887371.0,68887371.0
9528,2013,290539,211351109.0,211351109.0
9530,2013,290541,12259677.0,12259677.0
9532,2013,290542,2181670.0,2181670.0
9534,2013,290543,297926.0,297926.0
9536,2013,290544,3745284.0,3745284.0
9538,2013,290545,98562290.0,98562290.0
9540,2013,290549,1970473.0,1970473.0
9542,2013,290559,759491.0,759491.0
9544,2013,290611,14663909.0,14663909.0
9546,2013,290612,21642.0,21642.0
9548,2013,290613,1228318.0,1228318.0
9550,2013,290619,2539685.0,2539685.0
9552,2013,290621,1226775.0,1226775.0
9554,2013,290629,1234321.0,1234321.0
9556,2013,290711,365952428.0,365952428.0
9558,2013,290712,12516593.0,12516593.0
9560,2013,290713,12293047.0,12293047.0
9562,2013,290715,31759.0,31759.0
9564,2013,290719,25195419.0,25195419.0
9566,2013,290721,6144756.0,6144756.0
9568,2013,290722,2402446.0,2402446.0
9570,2013,290723,586295370.0,586295370.0
9572,2013,290729,9861355.0,9861355.0
9574,2013,290819,32950526.0,32950526.0
9576,2013,290899,420636.0,420636.0
9578,2013,290911,1435.0,1435.0
9580,2013,290919,327448605.0,327448605.0
9582,2013,290920,62743.0,62743.0
9584,2013,290930,8660392.0,8660392.0
9586,2013,290941,590238654.0,590238654.0
9588,2013,290943,135867333.0,135867333.0
9590,2013,290944,16474199.0,16474199.0
9592,2013,290949,48471477.0,48471477.0
9594,2013,290950,1769732.0,1769732.0
9596,2013,290960,6874168.0,6874168.0
9599,2013,291020,445866257.0,445866257.0
9601,2013,291030,26686977.0,26686977.0
9603,2013,291090,3470442.0,3470442.0
9605,2013,291100,294625.0,294625.0
9607,2013,291211,86608.0,86608.0
9609,2013,291219,40179780.0,40179780.0
9611,2013,291221,2969460.0,2969460.0
9613,2013,291229,3281139.0,3281139.0
9615,2013,291241,595830.0,595830.0
9617,2013,291242,115252.0,115252.0
9619,2013,291249,2408289.0,2408289.0
9621,2013,291250,107799.0,107799.0
9623,2013,291260,28098203.0,28098203.0
9625,2013,291300,20974.0,20974.0
9627,2013,291411,488685205.0,488685205.0
9629,2013,291412,2644632.0,2644632.0
9631,2013,291413,51659242.0,51659242.0
9633,2013,291419,5636474.0,5636474.0
9635,2013,291422,6374638.0,6374638.0
9637,2013,291423,1809622.0,1809622.0
9639,2013,291429,13488091.0,13488091.0
9641,2013,291439,1575833.0,1575833.0
9643,2013,291440,1858918.0,1858918.0
9645,2013,291450,351438.0,351438.0
9647,2013,291461,624037.0,624037.0
9649,2013,291469,1111039.0,1111039.0
9651,2013,291470,95325.0,95325.0
9653,2013,291511,662074.0,662074.0
9655,2013,291512,3000182.0,3000182.0
9657,2013,291513,125792.0,125792.0
9659,2013,291521,18299654.0,18299654.0
9661,2013,291524,24705693.0,24705693.0
9663,2013,291529,1034747.0,1034747.0
9665,2013,291531,385248.0,385248.0
9667,2013,291532,295473640.0,295473640.0
9669,2013,291533,6757477.0,6757477.0
9671,2013,291539,16963379.0,16963379.0
9673,2013,291540,1330322.0,1330322.0
9675,2013,291550,13753825.0,13753825.0
9677,2013,291560,28217668.0,28217668.0
9679,2013,291570,13004029.0,13004029.0
9681,2013,291590,115260134.0,115260134.0
9683,2013,291611,48117691.0,48117691.0
9685,2013,291612,64689190.0,64689190.0
9687,2013,291613,12150186.0,12150186.0
9689,2013,291614,245084771.0,245084771.0
9691,2013,291615,1023815.0,1023815.0
9693,2013,291619,1320648.0,1320648.0
9695,2013,291620,1729638.0,1729638.0
9697,2013,291631,2077814.0,2077814.0
9699,2013,291632,1253404.0,1253404.0
9701,2013,291634,1283.0,1283.0
9703,2013,291639,240498.0,240498.0
9705,2013,291711,202993.0,202993.0
9707,2013,291712,22566793.0,22566793.0
9709,2013,291713,455238.0,455238.0
9711,2013,291714,339765.0,339765.0
9713,2013,291719,4419721.0,4419721.0
9715,2013,291720,20535110.0,20535110.0
9717,2013,291732,107217242.0,107217242.0
9719,2013,291733,40840869.0,40840869.0
9721,2013,291734,5138693.0,5138693.0
9723,2013,291735,87755349.0,87755349.0
9725,2013,291736,2743490084.0,2743490084.0
9727,2013,291737,18000293.0,18000293.0
9729,2013,291739,259395403.0,259395403.0
9731,2013,291811,5945663.0,5945663.0
9733,2013,291812,276770.0,276770.0
9735,2013,291813,684685.0,684685.0
9737,2013,291814,571093.0,571093.0
9739,2013,291815,1124787.0,1124787.0
9741,2013,291816,1133546.0,1133546.0
9743,2013,291819,5115944.0,5115944.0
9745,2013,291821,276047.0,276047.0
9747,2013,291822,2058.0,2058.0
9749,2013,291823,646060.0,646060.0
9751,2013,291829,9511816.0,9511816.0
9753,2013,291830,6344024.0,6344024.0
9755,2013,291899,4416670.0,4416670.0
